workspace_id,workspace_name,capacity_name,report_id,report_name,report_total_pages,page_id,page_name,page_ordinal,view_date,view_count,unique_users,avg_dwell_seconds,top_persona
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p001,STUDY-303 — Enrollment Funnel,2,2026-03-29,1,1,27.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p002,STUDY-303 — Site Performance,3,2026-03-29,2,1,10.4,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p003,STUDY-303 — Screen Fail Reasons,4,2026-03-29,7,2,80.6,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p005,STUDY-303 — Adverse Events Summary,6,2026-03-29,2,1,32.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p006,STUDY-303 — Serious Adverse Events,7,2026-03-29,7,2,46.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p008,STUDY-303 — Concomitant Medications,9,2026-03-29,1,1,26.4,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p009,STUDY-303 — Lab Out-of-Range,10,2026-03-29,1,1,20.1,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p010,STUDY-303 — Vital Signs Trends,11,2026-03-29,1,1,9.7,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p011,STUDY-303 — ECG Findings,12,2026-03-29,1,1,15.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p012,STUDY-303 — Pharmacokinetics,13,2026-03-29,1,1,20.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p013,STUDY-303 — Dose Modifications,14,2026-03-29,1,1,23.2,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p021,STUDY-303 — Tumor Response (RECIST),22,2026-03-29,2,1,16.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p000,STUDY-303 — Study Overview,1,2026-03-30,1,1,27.9,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p002,STUDY-303 — Site Performance,3,2026-03-30,5,2,22.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p003,STUDY-303 — Screen Fail Reasons,4,2026-03-30,30,4,90.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p004,STUDY-303 — Protocol Deviations,5,2026-03-30,5,2,21.3,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p005,STUDY-303 — Adverse Events Summary,6,2026-03-30,10,2,14.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p006,STUDY-303 — Serious Adverse Events,7,2026-03-30,12,2,36.5,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p007,STUDY-303 — SUSAR Tracking,8,2026-03-30,1,1,11.1,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p008,STUDY-303 — Concomitant Medications,9,2026-03-30,5,2,17.4,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p009,STUDY-303 — Lab Out-of-Range,10,2026-03-30,1,1,26.1,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p010,STUDY-303 — Vital Signs Trends,11,2026-03-30,1,1,19.4,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p011,STUDY-303 — ECG Findings,12,2026-03-30,1,1,24.9,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p012,STUDY-303 — Pharmacokinetics,13,2026-03-30,2,1,10.8,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p014,STUDY-303 — Discontinuations,15,2026-03-30,1,1,15.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p015,STUDY-303 — Demographics,16,2026-03-30,1,1,8.4,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p018,STUDY-303 — Cohort Comparison,19,2026-03-30,1,1,15.5,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p021,STUDY-303 — Tumor Response (RECIST),22,2026-03-30,1,1,27.4,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p000,STUDY-303 — Study Overview,1,2026-03-31,3,1,21.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p001,STUDY-303 — Enrollment Funnel,2,2026-03-31,1,1,20.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p003,STUDY-303 — Screen Fail Reasons,4,2026-03-31,39,4,77.5,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p004,STUDY-303 — Protocol Deviations,5,2026-03-31,9,2,27.8,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p005,STUDY-303 — Adverse Events Summary,6,2026-03-31,6,2,38.3,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p006,STUDY-303 — Serious Adverse Events,7,2026-03-31,20,3,25.5,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p007,STUDY-303 — SUSAR Tracking,8,2026-03-31,1,1,32.7,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p008,STUDY-303 — Concomitant Medications,9,2026-03-31,1,1,17.8,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p009,STUDY-303 — Lab Out-of-Range,10,2026-03-31,1,1,17.4,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p012,STUDY-303 — Pharmacokinetics,13,2026-03-31,2,1,13.2,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p013,STUDY-303 — Dose Modifications,14,2026-03-31,1,1,16.1,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p014,STUDY-303 — Discontinuations,15,2026-03-31,1,1,12.2,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p016,STUDY-303 — Baseline Characteristics,17,2026-03-31,1,1,18.4,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p017,STUDY-303 — Patient Disposition,18,2026-03-31,1,1,16.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p018,STUDY-303 — Cohort Comparison,19,2026-03-31,1,1,17.7,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p019,STUDY-303 — Efficacy Primary Endpoint,20,2026-03-31,1,1,9.3,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p021,STUDY-303 — Tumor Response (RECIST),22,2026-03-31,1,1,21.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p000,STUDY-303 — Study Overview,1,2026-04-01,2,1,15.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p001,STUDY-303 — Enrollment Funnel,2,2026-04-01,7,2,28.2,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p002,STUDY-303 — Site Performance,3,2026-04-01,3,1,23.6,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p003,STUDY-303 — Screen Fail Reasons,4,2026-04-01,28,4,80.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p004,STUDY-303 — Protocol Deviations,5,2026-04-01,3,1,24.4,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p005,STUDY-303 — Adverse Events Summary,6,2026-04-01,3,1,25.6,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p006,STUDY-303 — Serious Adverse Events,7,2026-04-01,19,3,41.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p007,STUDY-303 — SUSAR Tracking,8,2026-04-01,2,1,17.3,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p008,STUDY-303 — Concomitant Medications,9,2026-04-01,2,1,14.5,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p010,STUDY-303 — Vital Signs Trends,11,2026-04-01,1,1,19.2,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p011,STUDY-303 — ECG Findings,12,2026-04-01,1,1,23.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p012,STUDY-303 — Pharmacokinetics,13,2026-04-01,2,1,18.4,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p013,STUDY-303 — Dose Modifications,14,2026-04-01,4,1,16.5,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p015,STUDY-303 — Demographics,16,2026-04-01,2,1,13.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p018,STUDY-303 — Cohort Comparison,19,2026-04-01,2,1,7.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p019,STUDY-303 — Efficacy Primary Endpoint,20,2026-04-01,1,1,15.2,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p020,STUDY-303 — Efficacy Secondary Endpoints,21,2026-04-01,1,1,17.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p021,STUDY-303 — Tumor Response (RECIST),22,2026-04-01,3,1,19.4,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p001,STUDY-303 — Enrollment Funnel,2,2026-04-02,6,2,23.9,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p002,STUDY-303 — Site Performance,3,2026-04-02,2,1,13.3,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p003,STUDY-303 — Screen Fail Reasons,4,2026-04-02,44,5,72.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p004,STUDY-303 — Protocol Deviations,5,2026-04-02,5,2,30.9,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p005,STUDY-303 — Adverse Events Summary,6,2026-04-02,5,2,13.7,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p006,STUDY-303 — Serious Adverse Events,7,2026-04-02,16,3,40.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p008,STUDY-303 — Concomitant Medications,9,2026-04-02,4,1,20.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p009,STUDY-303 — Lab Out-of-Range,10,2026-04-02,2,1,14.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p011,STUDY-303 — ECG Findings,12,2026-04-02,2,1,16.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p012,STUDY-303 — Pharmacokinetics,13,2026-04-02,1,1,8.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p013,STUDY-303 — Dose Modifications,14,2026-04-02,3,1,18.6,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p014,STUDY-303 — Discontinuations,15,2026-04-02,1,1,20.7,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p016,STUDY-303 — Baseline Characteristics,17,2026-04-02,1,1,17.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p017,STUDY-303 — Patient Disposition,18,2026-04-02,1,1,11.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p020,STUDY-303 — Efficacy Secondary Endpoints,21,2026-04-02,1,1,12.8,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p021,STUDY-303 — Tumor Response (RECIST),22,2026-04-02,1,1,14.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p000,STUDY-303 — Study Overview,1,2026-04-03,1,1,31.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p001,STUDY-303 — Enrollment Funnel,2,2026-04-03,2,1,23.3,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p002,STUDY-303 — Site Performance,3,2026-04-03,3,1,4.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p003,STUDY-303 — Screen Fail Reasons,4,2026-04-03,46,5,76.9,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p004,STUDY-303 — Protocol Deviations,5,2026-04-03,7,2,25.6,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p005,STUDY-303 — Adverse Events Summary,6,2026-04-03,6,2,20.0,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p006,STUDY-303 — Serious Adverse Events,7,2026-04-03,9,2,50.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p007,STUDY-303 — SUSAR Tracking,8,2026-04-03,1,1,12.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p008,STUDY-303 — Concomitant Medications,9,2026-04-03,4,1,25.5,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p009,STUDY-303 — Lab Out-of-Range,10,2026-04-03,1,1,12.4,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p011,STUDY-303 — ECG Findings,12,2026-04-03,4,1,20.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p013,STUDY-303 — Dose Modifications,14,2026-04-03,1,1,25.1,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p017,STUDY-303 — Patient Disposition,18,2026-04-03,1,1,4.0,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p020,STUDY-303 — Efficacy Secondary Endpoints,21,2026-04-03,1,1,22.2,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p021,STUDY-303 — Tumor Response (RECIST),22,2026-04-03,2,1,22.1,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p000,STUDY-303 — Study Overview,1,2026-04-04,2,1,15.2,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p001,STUDY-303 — Enrollment Funnel,2,2026-04-04,2,1,41.2,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p002,STUDY-303 — Site Performance,3,2026-04-04,2,1,24.7,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p003,STUDY-303 — Screen Fail Reasons,4,2026-04-04,11,2,63.2,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p005,STUDY-303 — Adverse Events Summary,6,2026-04-04,2,1,31.4,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p006,STUDY-303 — Serious Adverse Events,7,2026-04-04,2,1,46.1,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p008,STUDY-303 — Concomitant Medications,9,2026-04-04,3,1,10.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p011,STUDY-303 — ECG Findings,12,2026-04-04,1,1,10.2,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p012,STUDY-303 — Pharmacokinetics,13,2026-04-04,2,1,12.7,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p014,STUDY-303 — Discontinuations,15,2026-04-04,1,1,18.0,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p015,STUDY-303 — Demographics,16,2026-04-04,1,1,7.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p017,STUDY-303 — Patient Disposition,18,2026-04-04,1,1,6.8,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p018,STUDY-303 — Cohort Comparison,19,2026-04-04,1,1,4.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p019,STUDY-303 — Efficacy Primary Endpoint,20,2026-04-04,1,1,15.1,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p000,STUDY-303 — Study Overview,1,2026-04-05,1,1,24.1,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p001,STUDY-303 — Enrollment Funnel,2,2026-04-05,1,1,9.3,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p002,STUDY-303 — Site Performance,3,2026-04-05,1,1,16.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p003,STUDY-303 — Screen Fail Reasons,4,2026-04-05,7,2,66.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p004,STUDY-303 — Protocol Deviations,5,2026-04-05,3,1,26.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p006,STUDY-303 — Serious Adverse Events,7,2026-04-05,2,1,32.7,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p008,STUDY-303 — Concomitant Medications,9,2026-04-05,2,1,15.8,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p009,STUDY-303 — Lab Out-of-Range,10,2026-04-05,1,1,21.4,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p011,STUDY-303 — ECG Findings,12,2026-04-05,1,1,20.2,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p012,STUDY-303 — Pharmacokinetics,13,2026-04-05,1,1,19.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p013,STUDY-303 — Dose Modifications,14,2026-04-05,1,1,23.8,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p014,STUDY-303 — Discontinuations,15,2026-04-05,1,1,16.3,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p019,STUDY-303 — Efficacy Primary Endpoint,20,2026-04-05,1,1,17.7,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p000,STUDY-303 — Study Overview,1,2026-04-06,1,1,17.7,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p001,STUDY-303 — Enrollment Funnel,2,2026-04-06,7,2,27.5,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p002,STUDY-303 — Site Performance,3,2026-04-06,6,2,15.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p003,STUDY-303 — Screen Fail Reasons,4,2026-04-06,36,4,71.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p004,STUDY-303 — Protocol Deviations,5,2026-04-06,5,2,23.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p005,STUDY-303 — Adverse Events Summary,6,2026-04-06,8,2,24.5,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p006,STUDY-303 — Serious Adverse Events,7,2026-04-06,19,3,36.4,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p007,STUDY-303 — SUSAR Tracking,8,2026-04-06,2,1,20.7,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p008,STUDY-303 — Concomitant Medications,9,2026-04-06,2,1,15.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study303,Phase I STUDY-303 — Dose Escalation,22,rep-clin-study303::p009,STUDY-303 — Lab Out-of-Range,10,2026-04-06,1,1,25.8,ClinOps Mgr
